Store,Date,Weekly_Expenses
7,5/21/2010 0:00,522802
7,5/28/2010 0:00,450926
7,6/4/2010 0:00,643163
7,6/11/2010 0:00,389368
7,6/18/2010 0:00,617904
7,6/25/2010 0:00,606129
7,7/2/2010 0:00,680148
7,7/9/2010 0:00,411256
7,7/16/2010 0:00,696797
7,7/23/2010 0:00,342210
7,7/30/2010 0:00,374214
7,8/6/2010 0:00,659418
7,8/13/2010 0:00,674059
7,8/20/2010 0:00,367408
7,8/27/2010 0:00,394894
7,9/3/2010 0:00,461446
7,9/10/2010 0:00,501939
7,9/17/2010 0:00,554843
7,9/24/2010 0:00,512687
7,10/1/2010 0:00,340237
7,10/8/2010 0:00,628779
7,10/15/2010 0:00,420416
7,10/22/2010 0:00,310202
7,10/29/2010 0:00,343419
7,11/5/2010 0:00,313175
7,11/12/2010 0:00,692131
7,11/19/2010 0:00,592920
7,11/26/2010 0:00,577493
7,12/3/2010 0:00,514364
7,12/10/2010 0:00,375189
7,12/17/2010 0:00,638960
7,12/24/2010 0:00,386014
7,12/31/2010 0:00,423155
7,1/7/2011 0:00,312045
7,1/14/2011 0:00,625057
7,1/21/2011 0:00,551973
7,1/28/2011 0:00,657903
7,2/4/2011 0:00,509330
7,2/11/2011 0:00,502310
7,2/18/2011 0:00,363742
7,2/25/2011 0:00,636590
7,3/4/2011 0:00,527975
7,3/11/2011 0:00,318014
7,3/18/2011 0:00,315796
7,3/25/2011 0:00,466082
7,4/1/2011 0:00,581779
7,4/8/2011 0:00,366016
7,4/15/2011 0:00,691785
7,4/22/2011 0:00,334766
7,4/29/2011 0:00,555335
7,5/6/2011 0:00,407662
7,5/13/2011 0:00,622759
7,5/20/2011 0:00,479649
7,5/27/2011 0:00,640051
7,6/3/2011 0:00,630117
7,6/10/2011 0:00,425109
7,6/17/2011 0:00,339448
7,6/24/2011 0:00,558489
7,7/1/2011 0:00,667736
7,7/8/2011 0:00,552547
7,7/15/2011 0:00,609504
7,7/22/2011 0:00,557294
7,7/29/2011 0:00,315730
7,8/5/2011 0:00,631299
7,8/12/2011 0:00,465666
7,8/19/2011 0:00,374678
7,8/26/2011 0:00,472205
7,9/2/2011 0:00,317867
7,9/9/2011 0:00,471501
7,9/16/2011 0:00,506988
7,9/23/2011 0:00,511980
7,9/30/2011 0:00,604625
7,10/7/2011 0:00,683221
7,10/14/2011 0:00,662358
7,10/21/2011 0:00,598900
7,10/28/2011 0:00,397735
7,11/4/2011 0:00,545174
7,11/11/2011 0:00,487025
7,11/18/2011 0:00,331595
7,11/25/2011 0:00,618131
7,12/2/2011 0:00,419913
7,12/9/2011 0:00,343815
7,12/16/2011 0:00,561422
7,12/23/2011 0:00,576463
7,12/30/2011 0:00,415433
7,1/6/2012 0:00,619881
7,1/13/2012 0:00,389173
7,1/20/2012 0:00,501514
7,1/27/2012 0:00,440594
7,2/3/2012 0:00,436278
7,2/10/2012 0:00,384876
7,2/17/2012 0:00,409671
7,2/24/2012 0:00,590712
7,3/2/2012 0:00,319513
7,3/9/2012 0:00,323002
7,3/16/2012 0:00,456427
7,3/23/2012 0:00,374114
7,3/30/2012 0:00,517952
7,4/6/2012 0:00,360918
7,4/13/2012 0:00,469722
7,4/20/2012 0:00,635798
7,4/27/2012 0:00,451704
7,5/4/2012 0:00,522374
7,5/11/2012 0:00,349876
7,5/18/2012 0:00,384414
7,5/25/2012 0:00,445369
7,6/1/2012 0:00,483796
7,6/8/2012 0:00,542611
7,6/15/2012 0:00,594292
7,6/22/2012 0:00,479916
7,6/29/2012 0:00,585323
7,7/6/2012 0:00,361295
7,7/13/2012 0:00,350190
7,7/20/2012 0:00,598888
7,7/27/2012 0:00,547011
7,8/3/2012 0:00,300339
7,8/10/2012 0:00,458871
7,8/17/2012 0:00,396070
7,8/24/2012 0:00,541295
7,8/31/2012 0:00,489306
7,9/7/2012 0:00,592135
7,9/14/2012 0:00,482355
7,9/21/2012 0:00,580410
7,9/28/2012 0:00,302264
7,10/5/2012 0:00,683486
7,10/12/2012 0:00,611913
7,10/19/2012 0:00,616543
7,10/26/2012 0:00,358345
8,2/5/2010 0:00,341611
8,2/12/2010 0:00,372824
8,2/19/2010 0:00,434741
8,2/26/2010 0:00,526766
8,3/5/2010 0:00,339737
8,3/12/2010 0:00,403118
8,3/19/2010 0:00,433155
8,3/26/2010 0:00,579848
8,4/2/2010 0:00,315415
8,4/9/2010 0:00,556155
8,4/16/2010 0:00,394871
8,4/23/2010 0:00,322387
8,4/30/2010 0:00,494919
8,5/7/2010 0:00,424138
8,5/14/2010 0:00,470311
8,5/21/2010 0:00,424374
8,5/28/2010 0:00,691200
8,6/4/2010 0:00,631097
8,6/11/2010 0:00,495030
8,6/18/2010 0:00,517500
8,6/25/2010 0:00,314289
8,7/2/2010 0:00,331657
8,7/9/2010 0:00,441463
8,7/16/2010 0:00,450993
8,7/23/2010 0:00,549878
8,7/30/2010 0:00,401335
8,8/6/2010 0:00,493534
8,8/13/2010 0:00,329257
8,8/20/2010 0:00,531690
8,8/27/2010 0:00,534748
8,9/3/2010 0:00,326128
8,9/10/2010 0:00,331137
8,9/17/2010 0:00,692272
8,9/24/2010 0:00,427018
8,10/1/2010 0:00,419408
8,10/8/2010 0:00,571630
8,10/15/2010 0:00,506143
8,10/22/2010 0:00,370192
8,10/29/2010 0:00,629888
8,11/5/2010 0:00,440555
8,11/12/2010 0:00,556731
8,11/19/2010 0:00,669032
8,11/26/2010 0:00,680734
8,12/3/2010 0:00,663712
8,12/10/2010 0:00,631306
8,12/17/2010 0:00,626883
8,12/24/2010 0:00,660444
8,12/31/2010 0:00,311531
8,1/7/2011 0:00,369364
8,1/14/2011 0:00,499319
8,1/21/2011 0:00,692197
8,1/28/2011 0:00,376224
8,2/4/2011 0:00,629635
8,2/11/2011 0:00,487274
8,2/18/2011 0:00,440900
8,2/25/2011 0:00,618704
8,3/4/2011 0:00,302810
8,3/11/2011 0:00,648343
8,3/18/2011 0:00,569251
8,3/25/2011 0:00,408409
8,4/1/2011 0:00,472408
8,4/8/2011 0:00,690455
8,4/15/2011 0:00,505123
8,4/22/2011 0:00,550143
8,4/29/2011 0:00,613407
8,5/6/2011 0:00,698060
8,5/13/2011 0:00,531484
8,5/20/2011 0:00,462155
8,5/27/2011 0:00,544965
8,6/3/2011 0:00,318994
8,6/10/2011 0:00,675380
8,6/17/2011 0:00,394557
8,6/24/2011 0:00,315712
8,7/1/2011 0:00,432950
8,7/8/2011 0:00,370932
8,7/15/2011 0:00,658216
8,7/22/2011 0:00,484782
8,7/29/2011 0:00,532655
8,8/5/2011 0:00,447902
8,8/12/2011 0:00,516610
8,8/19/2011 0:00,482258
8,8/26/2011 0:00,498365
8,9/2/2011 0:00,441597
8,9/9/2011 0:00,445134
8,9/16/2011 0:00,586173
8,9/23/2011 0:00,364176
8,9/30/2011 0:00,553194
8,10/7/2011 0:00,312690
8,10/14/2011 0:00,587349
8,10/21/2011 0:00,509623
8,10/28/2011 0:00,618596
8,11/4/2011 0:00,427562
8,11/11/2011 0:00,388450
8,11/18/2011 0:00,653935
8,11/25/2011 0:00,580163
8,12/2/2011 0:00,455754
8,12/9/2011 0:00,488438
8,12/16/2011 0:00,628339
8,12/23/2011 0:00,345042
8,12/30/2011 0:00,667438
8,1/6/2012 0:00,671005
8,1/13/2012 0:00,445802
8,1/20/2012 0:00,315411
8,1/27/2012 0:00,459718
8,2/3/2012 0:00,318271
8,2/10/2012 0:00,467200
8,2/17/2012 0:00,573430
8,2/24/2012 0:00,697045
8,3/2/2012 0:00,304536
8,3/9/2012 0:00,652238
8,3/16/2012 0:00,404409
8,3/23/2012 0:00,368697
8,3/30/2012 0:00,649364
8,4/6/2012 0:00,402106
8,4/13/2012 0:00,474354
8,4/20/2012 0:00,390069
8,4/27/2012 0:00,341420
8,5/4/2012 0:00,431033
8,5/11/2012 0:00,333859
8,5/18/2012 0:00,344512
8,5/25/2012 0:00,634330
8,6/1/2012 0:00,412524
8,6/8/2012 0:00,588491
8,6/15/2012 0:00,545887
8,6/22/2012 0:00,547124
8,6/29/2012 0:00,402374
8,7/6/2012 0:00,559403
8,7/13/2012 0:00,504497
8,7/20/2012 0:00,605600
8,7/27/2012 0:00,584581
8,8/3/2012 0:00,502471
8,8/10/2012 0:00,364783
8,8/17/2012 0:00,308841
8,8/24/2012 0:00,583069
8,8/31/2012 0:00,622458
8,9/7/2012 0:00,646366
8,9/14/2012 0:00,308366
8,9/21/2012 0:00,493377
8,9/28/2012 0:00,348581
8,10/5/2012 0:00,317015
8,10/12/2012 0:00,362848
8,10/19/2012 0:00,330241
8,10/26/2012 0:00,394754
9,2/5/2010 0:00,387483
9,2/12/2010 0:00,442002
9,2/19/2010 0:00,535394
9,2/26/2010 0:00,585738
9,3/5/2010 0:00,631930
9,3/12/2010 0:00,598176
9,3/19/2010 0:00,680731
9,3/26/2010 0:00,585412
9,4/2/2010 0:00,339899
9,4/9/2010 0:00,688141
9,4/16/2010 0:00,502324
9,4/23/2010 0:00,428276
9,4/30/2010 0:00,387607
9,5/7/2010 0:00,467369
9,5/14/2010 0:00,473636
9,5/21/2010 0:00,424870
9,5/28/2010 0:00,316325
9,6/4/2010 0:00,537289
9,6/11/2010 0:00,337802
9,6/18/2010 0:00,671577
9,6/25/2010 0:00,306063
9,7/2/2010 0:00,586211
9,7/9/2010 0:00,443794
9,7/16/2010 0:00,690205
9,7/23/2010 0:00,359941
9,7/30/2010 0:00,633180
9,8/6/2010 0:00,549868
9,8/13/2010 0:00,381940
9,8/20/2010 0:00,510569
9,8/27/2010 0:00,643722
9,9/3/2010 0:00,622750
9,9/10/2010 0:00,520454
9,9/17/2010 0:00,488827
9,9/24/2010 0:00,404057
9,10/1/2010 0:00,387570
9,10/8/2010 0:00,379879
9,10/15/2010 0:00,547716
9,10/22/2010 0:00,563593
9,10/29/2010 0:00,564396
9,11/5/2010 0:00,633694
9,11/12/2010 0:00,411737
9,11/19/2010 0:00,648969
9,11/26/2010 0:00,547857
9,12/3/2010 0:00,493825
9,12/10/2010 0:00,475063
9,12/17/2010 0:00,516429
9,12/24/2010 0:00,621560
9,12/31/2010 0:00,446235
9,1/7/2011 0:00,624565
9,1/14/2011 0:00,313464
9,1/21/2011 0:00,310421
9,1/28/2011 0:00,300376
9,2/4/2011 0:00,341340
9,2/11/2011 0:00,376754
9,2/18/2011 0:00,567724
9,2/25/2011 0:00,322571
9,3/4/2011 0:00,345810
9,3/11/2011 0:00,521391
9,3/18/2011 0:00,455093
9,3/25/2011 0:00,575296
9,4/1/2011 0:00,313697
9,4/8/2011 0:00,503273
9,4/15/2011 0:00,395503
9,4/22/2011 0:00,417388
9,4/29/2011 0:00,543139
9,5/6/2011 0:00,410373
9,5/13/2011 0:00,375053
9,5/20/2011 0:00,366307
9,5/27/2011 0:00,691683
9,6/3/2011 0:00,402597
9,6/10/2011 0:00,657724
9,6/17/2011 0:00,620808
9,6/24/2011 0:00,521654
9,7/1/2011 0:00,397791
9,7/8/2011 0:00,467737
9,7/15/2011 0:00,350163
9,7/22/2011 0:00,664566
9,7/29/2011 0:00,387911
9,8/5/2011 0:00,579547
9,8/12/2011 0:00,332990
9,8/19/2011 0:00,525505
9,8/26/2011 0:00,456268
9,9/2/2011 0:00,518466
9,9/9/2011 0:00,383399
9,9/16/2011 0:00,582060
9,9/23/2011 0:00,699036
9,9/30/2011 0:00,511236
9,10/7/2011 0:00,509432
9,10/14/2011 0:00,311197
9,10/21/2011 0:00,527736
9,10/28/2011 0:00,585745
9,11/4/2011 0:00,513432
9,11/11/2011 0:00,387910
9,11/18/2011 0:00,532478
9,11/25/2011 0:00,596674
9,12/2/2011 0:00,344740
9,12/9/2011 0:00,666748
9,12/16/2011 0:00,468557
9,12/23/2011 0:00,685902
9,12/30/2011 0:00,440006
9,1/6/2012 0:00,443264
9,1/13/2012 0:00,380650
9,1/20/2012 0:00,537838
9,1/27/2012 0:00,318333
9,2/3/2012 0:00,424046
9,2/10/2012 0:00,522703
9,2/17/2012 0:00,688138
9,2/24/2012 0:00,351929
9,3/2/2012 0:00,519324
9,3/9/2012 0:00,584084
9,3/16/2012 0:00,527888
9,3/23/2012 0:00,457055
9,3/30/2012 0:00,371759
9,4/6/2012 0:00,333940
9,4/13/2012 0:00,578099
9,4/20/2012 0:00,544890
9,4/27/2012 0:00,566212
9,5/4/2012 0:00,631240
9,5/11/2012 0:00,353332
9,5/18/2012 0:00,612452
9,5/25/2012 0:00,356723
9,6/1/2012 0:00,690922
9,6/8/2012 0:00,448143
9,6/15/2012 0:00,482305
9,6/22/2012 0:00,432210
9,6/29/2012 0:00,579925
9,7/6/2012 0:00,300433
9,7/13/2012 0:00,379463
9,7/20/2012 0:00,453044
9,7/27/2012 0:00,593044
9,8/3/2012 0:00,556796
9,8/10/2012 0:00,630011
9,8/17/2012 0:00,495681
9,8/24/2012 0:00,657262
9,8/31/2012 0:00,510900
9,9/7/2012 0:00,692641
9,9/14/2012 0:00,524462
9,9/21/2012 0:00,395830
9,9/28/2012 0:00,351847
9,10/5/2012 0:00,323393
9,10/12/2012 0:00,554906
9,10/19/2012 0:00,301094
9,10/26/2012 0:00,448167
10,2/5/2010 0:00,546827
10,2/12/2010 0:00,577435
10,2/19/2010 0:00,305434
10,2/26/2010 0:00,450272
10,3/5/2010 0:00,436127
10,3/12/2010 0:00,597011
10,3/19/2010 0:00,363322
10,3/26/2010 0:00,603069
10,4/2/2010 0:00,510814
10,4/9/2010 0:00,447790
10,4/16/2010 0:00,599439
10,4/23/2010 0:00,567328
10,4/30/2010 0:00,342553
10,5/7/2010 0:00,402614
10,5/14/2010 0:00,644900
10,5/21/2010 0:00,609075
10,5/28/2010 0:00,385824
10,6/4/2010 0:00,583625
10,6/11/2010 0:00,478648
10,6/18/2010 0:00,583582
10,6/25/2010 0:00,356440
10,7/2/2010 0:00,545867
10,7/9/2010 0:00,548044
10,7/16/2010 0:00,418454
10,7/23/2010 0:00,323793
10,7/30/2010 0:00,315282
10,8/6/2010 0:00,350238
10,8/13/2010 0:00,546851
10,8/20/2010 0:00,331075
10,8/27/2010 0:00,646136
10,9/3/2010 0:00,614959
10,9/10/2010 0:00,648613
10,9/17/2010 0:00,507345
10,9/24/2010 0:00,576676
10,10/1/2010 0:00,690171
10,10/8/2010 0:00,458384
10,10/15/2010 0:00,479591
10,10/22/2010 0:00,397124
10,10/29/2010 0:00,450553
10,11/5/2010 0:00,537382
10,11/12/2010 0:00,462111
10,11/19/2010 0:00,603592
10,11/26/2010 0:00,404512
10,12/3/2010 0:00,522740
10,12/10/2010 0:00,497663
10,12/17/2010 0:00,674406
10,12/24/2010 0:00,402117
10,12/31/2010 0:00,404443
10,1/7/2011 0:00,368052
10,1/14/2011 0:00,493964
10,1/21/2011 0:00,377746
10,1/28/2011 0:00,696805
10,2/4/2011 0:00,338066
10,2/11/2011 0:00,569770
10,2/18/2011 0:00,609182
10,2/25/2011 0:00,552418
10,3/4/2011 0:00,424028
10,3/11/2011 0:00,647894
10,3/18/2011 0:00,480521
10,3/25/2011 0:00,397525
10,4/1/2011 0:00,454085
10,4/8/2011 0:00,664847
10,4/15/2011 0:00,404418
10,4/22/2011 0:00,614922
10,4/29/2011 0:00,448008
10,5/6/2011 0:00,358042
10,5/13/2011 0:00,374093
10,5/20/2011 0:00,394451
10,5/27/2011 0:00,478307
10,6/3/2011 0:00,400618
10,6/10/2011 0:00,350204
10,6/17/2011 0:00,590691
10,6/24/2011 0:00,645765
10,7/1/2011 0:00,480848
10,7/8/2011 0:00,552012
10,7/15/2011 0:00,475656
10,7/22/2011 0:00,344385
10,7/29/2011 0:00,674699
10,8/5/2011 0:00,401908
10,8/12/2011 0:00,515599
10,8/19/2011 0:00,628668
10,8/26/2011 0:00,475300
10,9/2/2011 0:00,344508
10,9/9/2011 0:00,378847
10,9/16/2011 0:00,561416
10,9/23/2011 0:00,454246
10,9/30/2011 0:00,691825
10,10/7/2011 0:00,406215
10,10/14/2011 0:00,457975
10,10/21/2011 0:00,315982
10,10/28/2011 0:00,649755
10,11/4/2011 0:00,681738
10,11/11/2011 0:00,395953
10,11/18/2011 0:00,514153
10,11/25/2011 0:00,446429
10,12/2/2011 0:00,457834
10,12/9/2011 0:00,522106
10,12/16/2011 0:00,591579
10,12/23/2011 0:00,363928
10,12/30/2011 0:00,302944
10,1/6/2012 0:00,594232
10,1/13/2012 0:00,540361
10,1/20/2012 0:00,657007
10,1/27/2012 0:00,385620
10,2/3/2012 0:00,684120
10,2/10/2012 0:00,371850
10,2/17/2012 0:00,310652
10,2/24/2012 0:00,502483
10,3/2/2012 0:00,624803
10,3/9/2012 0:00,676179
10,3/16/2012 0:00,450421
10,3/23/2012 0:00,395047
10,3/30/2012 0:00,546723
10,4/6/2012 0:00,519719
10,4/13/2012 0:00,560592
10,4/20/2012 0:00,608552
10,4/27/2012 0:00,494670
10,5/4/2012 0:00,326915
10,5/11/2012 0:00,319231
10,5/18/2012 0:00,646719
10,5/25/2012 0:00,470536
10,6/1/2012 0:00,399339
10,6/8/2012 0:00,390544
10,6/15/2012 0:00,441440
10,6/22/2012 0:00,589516
10,6/29/2012 0:00,470066
10,7/6/2012 0:00,328765
10,7/13/2012 0:00,360235
10,7/20/2012 0:00,572842
10,7/27/2012 0:00,581537
10,8/3/2012 0:00,664380
10,8/10/2012 0:00,433233
10,8/17/2012 0:00,385047
10,8/24/2012 0:00,435244
10,8/31/2012 0:00,537821
10,9/7/2012 0:00,390824
10,9/14/2012 0:00,620279
10,9/21/2012 0:00,699100
10,9/28/2012 0:00,375452
10,10/5/2012 0:00,587266
10,10/12/2012 0:00,568846
10,10/19/2012 0:00,320933
10,10/26/2012 0:00,447775
11,2/5/2010 0:00,325006
11,2/12/2010 0:00,623643
11,2/19/2010 0:00,615135
11,2/26/2010 0:00,339935
11,3/5/2010 0:00,434980
11,3/12/2010 0:00,615996
11,3/19/2010 0:00,501643
11,3/26/2010 0:00,549784
11,4/2/2010 0:00,523723
11,4/9/2010 0:00,342126
11,4/16/2010 0:00,448123
11,4/23/2010 0:00,622521
11,4/30/2010 0:00,372260
11,5/7/2010 0:00,367352
11,5/14/2010 0:00,454705
11,5/21/2010 0:00,446265
11,5/28/2010 0:00,673419
11,6/4/2010 0:00,540140
11,6/11/2010 0:00,398818
11,6/18/2010 0:00,433839
11,6/25/2010 0:00,464344
11,7/2/2010 0:00,458281
11,7/9/2010 0:00,443713
11,7/16/2010 0:00,440442
11,7/23/2010 0:00,450972
11,7/30/2010 0:00,520238
11,8/6/2010 0:00,344389
11,8/13/2010 0:00,489482
11,8/20/2010 0:00,401952
11,8/27/2010 0:00,503401
11,9/3/2010 0:00,488473
11,9/10/2010 0:00,340717
11,9/17/2010 0:00,434390
11,9/24/2010 0:00,472598
11,10/1/2010 0:00,362442
11,10/8/2010 0:00,506338
11,10/15/2010 0:00,683923
11,10/22/2010 0:00,384334
11,10/29/2010 0:00,635267
11,11/5/2010 0:00,520442
11,11/12/2010 0:00,327405
11,11/19/2010 0:00,672178
11,11/26/2010 0:00,464456
11,12/3/2010 0:00,575759
11,12/10/2010 0:00,374656
11,12/17/2010 0:00,412472
11,12/24/2010 0:00,601605
11,12/31/2010 0:00,592672
11,1/7/2011 0:00,621396
11,1/14/2011 0:00,353491
11,1/21/2011 0:00,451878
11,1/28/2011 0:00,424180
11,2/4/2011 0:00,322105
11,2/11/2011 0:00,341147
11,2/18/2011 0:00,474056
11,2/25/2011 0:00,375771
11,3/4/2011 0:00,420942
11,3/11/2011 0:00,471979
11,3/18/2011 0:00,425221
11,3/25/2011 0:00,645681
11,4/1/2011 0:00,353617
11,4/8/2011 0:00,404069
11,4/15/2011 0:00,325019
11,4/22/2011 0:00,519360
11,4/29/2011 0:00,639343
11,5/6/2011 0:00,438260
11,5/13/2011 0:00,691392
11,5/20/2011 0:00,635443
11,5/27/2011 0:00,672535
11,6/3/2011 0:00,615100
11,6/10/2011 0:00,461496
11,6/17/2011 0:00,434027
11,6/24/2011 0:00,692872
11,7/1/2011 0:00,670490
11,7/8/2011 0:00,375686
11,7/15/2011 0:00,567401
11,7/22/2011 0:00,434003
11,7/29/2011 0:00,471357
11,8/5/2011 0:00,437780
11,8/12/2011 0:00,676599
11,8/19/2011 0:00,316064
11,8/26/2011 0:00,669375
11,9/2/2011 0:00,377026
11,9/9/2011 0:00,427480
11,9/16/2011 0:00,689669
11,9/23/2011 0:00,424132
11,9/30/2011 0:00,581277
11,10/7/2011 0:00,305076
11,10/14/2011 0:00,529152
11,10/21/2011 0:00,361666
11,10/28/2011 0:00,404337
11,11/4/2011 0:00,318241
11,11/11/2011 0:00,462095
11,11/18/2011 0:00,450761
11,11/25/2011 0:00,342814
11,12/2/2011 0:00,520231
11,12/9/2011 0:00,523390
11,12/16/2011 0:00,537226
11,12/23/2011 0:00,426125
11,12/30/2011 0:00,548942
11,1/6/2012 0:00,490723
11,1/13/2012 0:00,527252
11,1/20/2012 0:00,339763
11,1/27/2012 0:00,444055
11,2/3/2012 0:00,310942
11,2/10/2012 0:00,512964
11,2/17/2012 0:00,680922
11,2/24/2012 0:00,661688
11,3/2/2012 0:00,628261
11,3/9/2012 0:00,406909
11,3/16/2012 0:00,422674
11,3/23/2012 0:00,412506
11,3/30/2012 0:00,603987
11,4/6/2012 0:00,589767
11,4/13/2012 0:00,599658
11,4/20/2012 0:00,468187
11,4/27/2012 0:00,613223
11,5/4/2012 0:00,385300
11,5/11/2012 0:00,587320
11,5/18/2012 0:00,536831
11,5/25/2012 0:00,326413
11,6/1/2012 0:00,675389
11,6/8/2012 0:00,326909
11,6/15/2012 0:00,333500
11,6/22/2012 0:00,560599
11,6/29/2012 0:00,538696
11,7/6/2012 0:00,405097
11,7/13/2012 0:00,423625
11,7/20/2012 0:00,468948
11,7/27/2012 0:00,628966
11,8/3/2012 0:00,364891
11,8/10/2012 0:00,531450
11,8/17/2012 0:00,629696
11,8/24/2012 0:00,599862
11,8/31/2012 0:00,675137
11,9/7/2012 0:00,411989
11,9/14/2012 0:00,659749
11,9/21/2012 0:00,363313
11,9/28/2012 0:00,425824
11,10/5/2012 0:00,649138
11,10/12/2012 0:00,547736
11,10/19/2012 0:00,636025
11,10/26/2012 0:00,410844
12,2/5/2010 0:00,325163
12,2/12/2010 0:00,423515
12,2/19/2010 0:00,389689
12,2/26/2010 0:00,361995
12,3/5/2010 0:00,306924
12,3/12/2010 0:00,534511
12,3/19/2010 0:00,499554
12,3/26/2010 0:00,560684
12,4/2/2010 0:00,694021
12,4/9/2010 0:00,608956
12,4/16/2010 0:00,506847
12,4/23/2010 0:00,493046
12,4/30/2010 0:00,607986
12,5/7/2010 0:00,594242
12,5/14/2010 0:00,505449
12,5/21/2010 0:00,685343
12,5/28/2010 0:00,369531
12,6/4/2010 0:00,558482
12,6/11/2010 0:00,689496
12,6/18/2010 0:00,571546
12,6/25/2010 0:00,581868
12,7/2/2010 0:00,609519
12,7/9/2010 0:00,585910
12,7/16/2010 0:00,379375
12,7/23/2010 0:00,305954
12,7/30/2010 0:00,337822
12,8/6/2010 0:00,669123
12,8/13/2010 0:00,367004
12,8/20/2010 0:00,332232
12,8/27/2010 0:00,567689
12,9/3/2010 0:00,669378
12,9/10/2010 0:00,416767
12,9/17/2010 0:00,353925
12,9/24/2010 0:00,583687
12,10/1/2010 0:00,483335
12,10/8/2010 0:00,515449
12,10/15/2010 0:00,333804
12,10/22/2010 0:00,347329
12,10/29/2010 0:00,325158
12,11/5/2010 0:00,521123
12,11/12/2010 0:00,427745
12,11/19/2010 0:00,658845
12,11/26/2010 0:00,332076
12,12/3/2010 0:00,407684
12,12/10/2010 0:00,308183
12,12/17/2010 0:00,578472
12,12/24/2010 0:00,427522
12,12/31/2010 0:00,576999
12,1/7/2011 0:00,541219
12,1/14/2011 0:00,486674
12,1/21/2011 0:00,693085
12,1/28/2011 0:00,396879
12,2/4/2011 0:00,698467
12,2/11/2011 0:00,690643
12,2/18/2011 0:00,583846
12,2/25/2011 0:00,459193
12,3/4/2011 0:00,435813
12,3/11/2011 0:00,459227
12,3/18/2011 0:00,423156
12,3/25/2011 0:00,498075
12,4/1/2011 0:00,621881
12,4/8/2011 0:00,532847
12,4/15/2011 0:00,642169
12,4/22/2011 0:00,327756
12,4/29/2011 0:00,553851
12,5/6/2011 0:00,608858
12,5/13/2011 0:00,644567
12,5/20/2011 0:00,333741
12,5/27/2011 0:00,695611
12,6/3/2011 0:00,580236
12,6/10/2011 0:00,420205
12,6/17/2011 0:00,366388
12,6/24/2011 0:00,569115
12,7/1/2011 0:00,576241
12,7/8/2011 0:00,308222
12,7/15/2011 0:00,318461
12,7/22/2011 0:00,660463
12,7/29/2011 0:00,503644
12,8/5/2011 0:00,545061
12,8/12/2011 0:00,438251
12,8/19/2011 0:00,508576
12,8/26/2011 0:00,649964
12,9/2/2011 0:00,422579
12,9/9/2011 0:00,699231
12,9/16/2011 0:00,585753
12,9/23/2011 0:00,600425
12,9/30/2011 0:00,428504
12,10/7/2011 0:00,403466
12,10/14/2011 0:00,395455
12,10/21/2011 0:00,528907
12,10/28/2011 0:00,389551
12,11/4/2011 0:00,316159
12,11/11/2011 0:00,425831
12,11/18/2011 0:00,479667
12,11/25/2011 0:00,627742
12,12/2/2011 0:00,313648
12,12/9/2011 0:00,442903
12,12/16/2011 0:00,459209
12,12/23/2011 0:00,390397
12,12/30/2011 0:00,580448
12,1/6/2012 0:00,379996
12,1/13/2012 0:00,529306
12,1/20/2012 0:00,548543
12,1/27/2012 0:00,639860
12,2/3/2012 0:00,497782
12,2/10/2012 0:00,516387
12,2/17/2012 0:00,553323
12,2/24/2012 0:00,307221
12,3/2/2012 0:00,677207
12,3/9/2012 0:00,323352
12,3/16/2012 0:00,549349
12,3/23/2012 0:00,599920
12,3/30/2012 0:00,350281
12,4/6/2012 0:00,482382
12,4/13/2012 0:00,465951
12,4/20/2012 0:00,321123
12,4/27/2012 0:00,411662
12,5/4/2012 0:00,435423
12,5/11/2012 0:00,538299
12,5/18/2012 0:00,580372
12,5/25/2012 0:00,636841
12,6/1/2012 0:00,679206
12,6/8/2012 0:00,605777
12,6/15/2012 0:00,614291
12,6/22/2012 0:00,450222
12,6/29/2012 0:00,411205
12,7/6/2012 0:00,346804
12,7/13/2012 0:00,399972
12,7/20/2012 0:00,376072
12,7/27/2012 0:00,682079
12,8/3/2012 0:00,302486
12,8/10/2012 0:00,676214
12,8/17/2012 0:00,498905
12,8/24/2012 0:00,473683
12,8/31/2012 0:00,487880
12,9/7/2012 0:00,403225
12,9/14/2012 0:00,549007
12,9/21/2012 0:00,425343
12,9/28/2012 0:00,608443
12,10/5/2012 0:00,580944
12,10/12/2012 0:00,693346
12,10/19/2012 0:00,452985
12,10/26/2012 0:00,447467
13,2/5/2010 0:00,396241
13,2/12/2010 0:00,409397
13,2/19/2010 0:00,605822
13,2/26/2010 0:00,351943
13,3/5/2010 0:00,372384
13,3/12/2010 0:00,682597
13,3/19/2010 0:00,675189
13,3/26/2010 0:00,512159
13,4/2/2010 0:00,404516
13,4/9/2010 0:00,520620
13,4/16/2010 0:00,589452
13,4/23/2010 0:00,371141
13,4/30/2010 0:00,570557
13,5/7/2010 0:00,516615
13,5/14/2010 0:00,548591
13,5/21/2010 0:00,609667
13,5/28/2010 0:00,585922
13,6/4/2010 0:00,508187
13,6/11/2010 0:00,372572
13,6/18/2010 0:00,497854
13,6/25/2010 0:00,469883
13,7/2/2010 0:00,523308
13,7/9/2010 0:00,592400
13,7/16/2010 0:00,403908
13,7/23/2010 0:00,516951
13,7/30/2010 0:00,614307
13,8/6/2010 0:00,534849
13,8/13/2010 0:00,565484
13,8/20/2010 0:00,665324
13,8/27/2010 0:00,547992
13,9/3/2010 0:00,627103
